,Date,User,Tweet,Id,Link
77,2021-12-21 00:10:27+00:00,elonmusk,"@BillyM2k With Starlink, you could stream video &amp; play online games",1473083407160782848,https://twitter.com/elonmusk/status/1473083407160782848
78,2021-12-20 23:54:48+00:00,elonmusk,🤣🤣 True. Ask your airline for Starlink! https://t.co/R9GL2bKOAT,1473079467404836870,https://twitter.com/elonmusk/status/1473079467404836870
79,2021-12-20 16:54:33+00:00,elonmusk,@pbdes @JeanMarc_Nasr @esa @SpaceX Game on,1472973709141065730,https://twitter.com/elonmusk/status/1472973709141065730
80,2021-12-20 04:52:30+00:00,elonmusk,@omarsar0 👍,1472792000416071681,https://twitter.com/elonmusk/status/1472792000416071681
81,2021-12-20 04:27:07+00:00,elonmusk,@JayinShanghai Sometime in 2022,1472785612679831559,https://twitter.com/elonmusk/status/1472785612679831559
82,2021-12-20 02:29:35+00:00,elonmusk,@BillyM2k 🤣,1472756031541456896,https://twitter.com/elonmusk/status/1472756031541456896
83,2021-12-20 02:25:36+00:00,elonmusk,@imoriginalankit Maybe I’m partly Chinese!,1472755031296335873,https://twitter.com/elonmusk/status/1472755031296335873
84,2021-12-20 02:24:01+00:00,elonmusk,"For those wondering, I will pay over $11 billion in taxes this year",1472754632325795843,https://twitter.com/elonmusk/status/1472754632325795843
85,2021-12-20 01:46:49+00:00,elonmusk,@lexfridman Yeah,1472745272576983047,https://twitter.com/elonmusk/status/1472745272576983047
86,2021-12-20 01:46:02+00:00,elonmusk,"I’m not suggesting web3 is real – seems more marketing buzzword than reality right now – just wondering what the future will be like in 10, 20 or 30 years. 2051 sounds crazy futuristic!",1472745072277995526,https://twitter.com/elonmusk/status/1472745072277995526
87,2021-12-20 01:38:21+00:00,elonmusk,@WorldAndScience Might very well be,1472743140067090436,https://twitter.com/elonmusk/status/1472743140067090436
88,2021-12-20 01:24:29+00:00,elonmusk,"Given the almost unimaginable nature of the present, what will the future be? https://t.co/b2Yw0AXGVA",1472739649890271239,https://twitter.com/elonmusk/status/1472739649890271239
89,2021-12-19 22:53:50+00:00,elonmusk,@GailAlfarATX @peterdog15 @Tesla Tesla will hold a Giga Texas grand opening party with factory tours for the community in early 2022,1472701739174350851,https://twitter.com/elonmusk/status/1472701739174350851
90,2021-12-19 22:52:29+00:00,elonmusk,@stevenmarkryan @neuralink Words are very lossy compression of thoughts,1472701397049225232,https://twitter.com/elonmusk/status/1472701397049225232
91,2021-12-19 21:30:28+00:00,elonmusk,"@teslaownersSV @SpaceX Long way to go to perfect it, but Starship is really next-level",1472680756434673666,https://twitter.com/elonmusk/status/1472680756434673666
92,2021-12-19 20:51:26+00:00,elonmusk,@Erdayastronaut @SkepticsGuide Sounds like a good book,1472670935538929670,https://twitter.com/elonmusk/status/1472670935538929670
93,2021-12-19 19:45:16+00:00,elonmusk,"@wintonARK It may, especially in our galaxy at this time",1472654283950669825,https://twitter.com/elonmusk/status/1472654283950669825
94,2021-12-19 19:27:37+00:00,elonmusk,Looks like twitter is compressing the image,1472649843713757189,https://twitter.com/elonmusk/status/1472649843713757189
95,2021-12-19 19:26:29+00:00,elonmusk,Better resolution https://t.co/SMFFVBANhA,1472649556965969925,https://twitter.com/elonmusk/status/1472649556965969925
96,2021-12-19 19:17:57+00:00,elonmusk,Should be taught to all at a young age https://t.co/GlVkjcdhah,1472647410568642564,https://twitter.com/elonmusk/status/1472647410568642564
97,2021-12-19 09:18:42+00:00,elonmusk,@heydave7 That matches my understanding,1472496601491021833,https://twitter.com/elonmusk/status/1472496601491021833
98,2021-12-19 04:41:30+00:00,elonmusk,@staciet8 Absolutely,1472426844200873984,https://twitter.com/elonmusk/status/1472426844200873984
99,2021-12-19 02:33:35+00:00,elonmusk,@AdamCuker @SpaceX All Raptor 2 tests going forward,1472394651344990215,https://twitter.com/elonmusk/status/1472394651344990215
